date,open,high,low,close,volume,Dividends,Stock Splits,daily_range,gap,ret_1d,ret_1d_z,gap_pct,daily_range_pct,ma_5,ma_20,ma_ratio_5_20,ret_vol_10,volume_z20,rsi_14,macd,macd_signal
2024-08-16 04:00:00+00:00,222.88270038911833,225.77922361016536,222.6139468974481,225.0028381347656,44340200,0.0,0.0,3.165276712717258,,,,,0.014067719051709976,,,,,,,0.0,0.0
2024-08-19 04:00:00+00:00,224.6743714872065,224.94312498661264,222.0067784736323,224.8435821533203,40687800,0.0,0.0,2.93634651298035,-0.0014598333526901,-0.0707795433895319,-0.0507411848569715,-0.0014598333526901763,0.013059507791412354,,,,,,,-0.012704180856047742,-0.0025408361712095486
2024-08-20 04:00:00+00:00,224.72414631778545,226.11765487642407,224.4056213968942,225.4607086181641,30299000,0.0,0.0,1.7120334795298788,-0.000531195217542,0.2744692372063984,0.1201036292924645,-0.0005311952175419687,0.007593489304734448,,,,,,,0.026716639667142772,0.003310658996460916
2024-08-21 04:00:00+00:00,225.47065071716543,226.92387876417723,224.00745927475185,225.3511962890625,34765500,0.0,0.0,2.9164194894253797,4.409681430644946e-05,-0.048572689127424,-0.0397522223971917,4.4096814306504584e-05,0.012941664111178846,,,,,,,0.048561408528598804,0.012360808902888494
2024-08-22 04:00:00+00:00,226.73477629352783,227.2822315048041,222.86279698192573,223.48988342285156,43695300,0.0,0.0,4.419434522878362,0.0061396612365464,-0.8259609431242598,-0.4244393212098141,0.006139661236546523,0.019774651340779572,224.82964172363282,,,,,,-0.08335794888202486,-0.0067829426540941765
2024-08-23 04:00:00+00:00,224.61464290366072,227.16278137803025,223.29080225181497,225.78916931152344,38677300,0.0,0.0,3.87197912621528,0.0050327087006487,1.0288098295355708,0.4933856958631353,0.005032708700648758,0.01714864861774248,224.98690795898438,,,,,,-0.002344805319552279,-0.005895315187185797
2024-08-26 04:00:00+00:00,225.70952621277567,226.2271215594374,222.8528263811224,226.12757873535156,30602200,0.0,0.0,3.3742951783149806,-0.0003527321482718,0.1498785016393888,0.0584504613190793,-0.000352732148271806,0.014922086006431296,225.24370727539062,,,,,,0.08814937578625859,0.01291362300750308
2024-08-27 04:00:00+00:00,224.95305327681544,227.7898567053261,223.84819475275475,226.97364807128903,35934600,0.0,0.0,3.9416619525713377,-0.0051940832034058,0.374155749010896,0.1694330535790559,-0.005194083203405864,0.017366165570609854,225.54629516601562,,,,,,0.22553753449625447,0.05543840530525336
2024-08-28 04:00:00+00:00,226.864148811834,228.7951641071056,224.6345202420592,225.44078063964844,38052200,0.0,0.0,4.1606438650463815,-0.0004824315967315,-0.675350396253549,-0.3499103660469386,-0.00048243159673155844,0.01845559553706871,225.5642120361328,,,,,,0.20832757843163563,0.08601623993052981
2024-08-29 04:00:00+00:00,229.03408635152135,231.8410150307569,227.8197366882459,228.7255096435547,51906300,0.0,0.0,4.021278342510982,0.0159390226634131,1.457025208387952,0.7052861598986274,0.01593902266341307,0.017581241151359693,226.61133728027343,,,,,,0.4544995552917044,0.15971290300276475
2024-08-30 04:00:00+00:00,229.123652992766,229.33267166766268,226.42620031745173,227.9391632080078,52990800,0.0,0.0,2.90647135021095,0.001740703736246,-0.3437948118565015,-0.1858415687618398,0.0017407037362460187,0.01275108370718473,227.0413360595703,,,0.707799938469469,,,0.5794613650353995,0.2436625954092917
2024-09-03 04:00:00+00:00,227.49124477575393,227.93915711237167,220.1454277780532,221.7380218505859,50190600,0.0,0.0,7.793729334318471,-0.0019650788655617,-2.720524753248743,-1.3619557448052009,-0.0019650788655617424,0.03514836683972103,226.16342468261718,,,1.1499964354737933,,,0.17608442546719516,0.2301469614208724
2024-09-04 04:00:00+00:00,220.6331648046219,220.75260404502964,216.47252073588623,219.8269195556641,43840200,0.0,0.0,4.280083309143407,-0.0049827135497243,-0.8618739713523671,-0.4422107225239156,-0.004982713549724349,0.019470241942136726,224.73407897949218,,,1.1613476548272343,,,-0.2944109031394646,0.125235388508805
2024-09-05 04:00:00+00:00,220.60329739500975,224.4354530444055,220.49380636570692,221.34982299804688,36615400,0.0,0.0,3.9416466786985898,0.0035317687247537,0.6927738629377345,0.3270998014949101,0.003531768724753803,0.017807317960825155,223.91588745117187,,,1.1984636102964996,,,-0.5381923144430232,-0.007450152081560632
2024-09-06 04:00:00+00:00,222.9125635200513,224.1965961864048,218.75193438162455,219.7970733642578,48423000,0.0,0.0,5.444661804780253,0.0070600486634145,-0.7014912470938661,-0.3628460491094923,0.0070600486634146975,0.024771311653258955,222.1302001953125,,,1.191549087411849,,33.512653925298906,-0.8469219685649705,-0.1753445153782426
2024-09-09 04:00:00+00:00,219.79706302441255,220.24497537072617,215.7061019102892,219.8866424560547,67180000,0.0,0.0,4.5388734604369745,-4.7042688524571454e-08,0.0407508118401622,0.0044491123494316,-4.70426885224029e-08,0.020641878968814982,220.5196960449219,,,1.120884154753596,,33.880772401215125,-1.072007531069147,-0.35467711851642353
2024-09-10 04:00:00+00:00,217.905857501112,220.45399594379384,215.72600018375593,219.09034729003903,51591000,0.0,0.0,4.727995760037913,-0.009008209561154,-0.362138944467627,-0.194919080697641,-0.009008209561154001,0.02158011897155303,219.9901611328125,,,1.1117968459483234,,32.17519886341897,-1.2996621299660376,-0.5436741208063464
2024-09-11 04:00:00+00:00,220.4340868524661,222.05652550259595,216.88061769002928,221.62852478027344,44587100,0.0,0.0,5.175907812566663,0.006133266841958,1.1585072193410095,0.5575658688350145,0.006133266841958029,0.023353978544495356,220.35048217773436,,,1.1903233535421145,,42.168602442472235,-1.2607373335279135,-0.6870867633506598
2024-09-12 04:00:00+00:00,221.46926837337423,222.5144072842174,218.80169076819996,221.7380218505859,37455600,0.0,0.0,3.7127165160174513,-0.000718573599933,0.0494056757454952,0.0087319330239696,-0.0007185735999329923,0.016743707213728087,220.4281219482422,,,1.1823407468789673,,42.561782107910815,-1.2071385120938771,-0.7910971130993033
2024-09-13 04:00:00+00:00,222.54428285449177,223.00214343080088,220.8820208371711,221.4692840576172,36766600,0.0,0.0,2.1201225936297874,0.0036360972158809,-0.1211960811798862,-0.0756895829772592,0.0036360972158808735,0.009572987074262717,220.76256408691407,223.58343582153321,-0.012616640066622775,1.0393240654836928,-0.6900571686615463,41.81046498156219,-1.1728263418955578,-0.8674429588585543
2024-09-16 04:00:00+00:00,215.53686848493908,216.213726272445,212.9290105348456,215.31790161132812,59357400,0.0,0.0,3.284715737599413,-0.0267866291161836,-2.777532998521237,-1.3901660198762764,-0.02678662911618357,0.01525519110588713,219.84881591796875,223.09918899536132,-0.014569183743021852,1.29885207782382,1.6231228551938568,29.133306313380544,-1.6232866163228152,-1.0186116903514066
2024-09-17 04:00:00+00:00,214.75053008791312,215.89519659483264,213.50632075947792,215.78570556640625,45519300,0.0,0.0,2.3888758353547246,-0.0026350411144131,0.2172619887047533,0.0917948783639482,-0.0026350411144131503,0.011070593527426996,219.1878875732422,222.64629516601562,-0.015533191738917873,1.0676199551060572,0.16564904284997192,30.850432611763708,-1.9203946455536425,-1.1989682813918539
2024-09-18 04:00:00+00:00,216.54221012404864,221.67831024616868,216.5322467283196,219.66766357421875,59894900,0.0,0.0,5.146063517849086,0.0035058140466564,1.7989875638995343,0.8745047013012567,0.003505814046656397,0.0234265864812205,218.79571533203125,222.35664291381835,-0.016014487065121097,1.2230356417363621,1.4925769464453043,43.158671472985,-1.821614888395544,-1.323497602792592
2024-09-19 04:00:00+00:00,223.94775287051627,228.75538000957175,223.58941994126667,227.8097686767578,66781300,0.0,0.0,5.165960068305083,0.0194843848505331,3.706556062944655,1.8184564370152911,0.019484384850533054,0.022676639804832643,220.01006469726562,222.4795715332031,-0.0110999262490441,1.6936317225308626,1.88849495924993,59.45833350321973,-1.0739515389848577,-1.2735883900310452
2024-09-20 04:00:00+00:00,228.90467282845125,232.01021467188832,226.5655530501552,227.1428680419922,318679900,0.0,0.0,5.4446616217331325,0.0048062212522897,-0.2927445291917685,-0.1605795648263643,0.0048062212522896886,0.02397020724739009,221.14478149414063,222.66222076416017,-0.006814983093278215,1.6715397071861833,4.187023389307975,57.99147690454814,-0.5291366971887328,-1.1246980514625828
2024-09-23 04:00:00+00:00,226.2868480598011,228.38707413181643,224.7639369712135,225.42088317871097,54146000,0.0,0.0,3.623137160602937,-0.0037686412501969,-0.7581065072062354,-0.390861857232621,-0.0037686412501969357,0.016072766238479145,223.16537780761718,222.64380645751953,0.002342626810044157,1.7062541317614124,-0.12017773225832692,54.26861805202454,-0.23362372821205213,-0.9464831868124768
2024-09-24 04:00:00+00:00,227.59078065470555,228.28755007923567,224.6843092769655,226.31671142578125,43556100,0.0,0.0,3.603240802270165,0.0096259824972574,0.3974025096690203,0.1809366090655036,0.009625982497257546,0.015921231709182988,225.27157897949218,222.65326309204102,0.011759611564142292,1.6922363423973836,-0.3045474659518882,55.85629199837789,0.07202798774068242,-0.742780951901845
2024-09-25 04:00:00+00:00,223.88801837861104,226.2370864319121,222.98224544035924,225.32135009765625,42308700,0.0,0.0,3.254840991552868,-0.010731390677558,-0.4398090277356381,-0.2333537738426542,-0.010731390677558017,0.014445328816564393,226.40231628417968,222.57064819335938,0.017215513913997782,1.6815601694570819,-0.3308563965200676,53.62845716523433,0.23127583032908205,-0.5479695954556596
2024-09-26 04:00:00+00:00,226.24703661091272,227.44147457763864,224.3657926365912,226.4660186767578,36636700,0.0,0.0,3.075681941047435,0.0041082947215399,0.5080160307070036,0.2356732149748128,0.004108294721540062,0.013581207277889466,226.1335662841797,222.62191009521484,0.01577408165918137,1.6839148355361617,-0.4224620600539316,55.811220146529855,0.44471962977448243,-0.3494317504096312
2024-09-27 04:00:00+00:00,227.40166606122023,228.45675318264773,226.24703611440785,226.73475646972656,34026000,0.0,0.0,2.2097170682398826,0.0041315133719813,0.1186658354039194,0.0430050131037294,0.004131513371981477,0.009745824163199796,226.05194396972655,222.52237243652343,0.01586164795276912,1.6801574008659643,-0.44844042556489644,56.330932003416066,0.6283174204625652,-0.15388191623519193
2024-09-30 04:00:00+00:00,228.9743594736852,231.920654296875,228.58616671135624,231.920654296875,54541900,0.0,0.0,3.334487585518758,0.0098776342843479,2.287209031333859,1.1160989097546763,0.009877634284347847,0.014377708598779546,227.35189819335938,222.7214469909668,0.0207903247080663,1.408191998218487,-0.11518949735851404,64.90799644521144,1.17869138603956,0.11263274421975847
2024-10-01 04:00:00+00:00,228.45675818805825,228.5861456381701,222.70353511874544,225.16209411621097,63285000,0.0,0.0,5.882610519424674,-0.0149356947931973,-2.914169158910962,-1.4577798124219936,-0.01493569479319734,0.02612611391146741,227.1209747314453,222.89265060424805,0.018970226769409182,1.8268365884890394,0.016739007991228978,50.881743999062664,1.0573192775806604,0.3015700508919389
2024-10-02 04:00:00+00:00,224.84358511910924,226.31672490502265,221.98688498556473,225.72946166992188,32880600,0.0,0.0,4.329839919457925,-0.0014145764559168,0.2519818248883698,0.108975833934161,-0.001414576455916916,0.01918154541027229,227.20259704589844,223.18777770996093,0.017988526867967147,1.7634840351337655,-0.46895064227385896,51.82293715582674,0.9954380370319029,0.4403436481199317
2024-10-03 04:00:00+00:00,224.09704443839323,225.75930638603796,222.28548343692833,224.6245880126953,34044200,0.0,0.0,3.473822949109632,-0.0072317420129929,-0.4894680778719906,-0.257927332586985,-0.0072317420129929255,0.015465016451864561,226.83431091308594,223.35151596069335,0.015593334737004971,1.2967294904856095,-0.4475115664653663,49.82086426003613,0.8474734908741368,0.5217696166707727
2024-10-04 04:00:00+00:00,226.8442543024003,226.9437971307691,223.09172964492672,225.74935913085935,37245100,0.0,0.0,3.852067485842383,0.009881671055439,0.5007337478568852,0.2320696098933854,0.009881671055439023,0.017063470304735033,226.6372314453125,223.64913024902344,0.013360665400137917,1.310083454182429,-0.38531021490723855,51.8597929483088,0.81161436595022,0.5797385665266622
2024-10-07 04:00:00+00:00,223.46000516495792,224.6444949275546,220.30469199255063,220.66302490234375,39505400,0.0,0.0,4.3398029350039735,-0.010141131628083,-2.253089110905171,-1.1306473088849749,-0.010141131628083055,0.019667105247580963,224.38570556640624,223.68794937133788,0.0031193284977102387,1.4743861983010162,-0.3253946011763662,43.292939193639874,0.36852298356757274,0.5374954499348443
2024-10-08 04:00:00+00:00,223.26094483680063,224.93315503301395,222.2158058701156,224.72413635253903,31855700,0.0,0.0,2.7173491628983584,0.0117732453618208,1.8404132056073053,0.8950039947277797,0.011773245361820894,0.012091932833754359,224.29811401367186,223.9696388244629,0.001466605879855143,1.6045728904603782,-0.4310391730753167,50.34588457716804,0.3411352300518047,0.49822340595823644
2024-10-09 04:00:00+00:00,224.1866374402548,228.6857031876272,223.78849648056692,228.47666931152344,33591100,0.0,0.0,4.897206707060292,-0.002391816566784,1.6698397510348295,0.8105964840192381,-0.0023918165667839997,0.02143416534308388,224.8475555419922,224.3120460510254,0.002387341653711239,1.6855758224364705,-0.39314838667936364,55.81450072173696,0.6151373659906199,0.5216061979647132
2024-10-10 04:00:00+00:00,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500,0.0,0.0,2.319208177647681,-0.0076675380191589,-0.2178322733569659,-0.1235095702458746,-0.0076675380191589815,0.010172903856768228,225.5184326171875,224.62409362792968,0.00398149181066576,1.6841699214199266,-0.47096389686504625,54.95010037608462,0.7830990528264294,0.5739047689370564
2024-10-11 04:00:00+00:00,228.2377886470439,228.3472796881356,226.28686151162023,226.4958953857422,31759200,0.0,0.0,2.0604181765153555,0.001135259337846,-0.650532801725201,-0.3376294904490201,0.001135259337845973,0.00909693384512017,225.66773986816406,224.87542419433595,0.003523353770945592,1.6996729150218355,-0.4091510835867318,52.348407909635746,0.7874605445258851,0.6166159240548222
2024-10-14 04:00:00+00:00,227.64055393917852,230.65651637799863,227.54102629778745,230.228515625,39882100,0.0,0.0,3.115490080211174,0.0050537717316549,1.647985820184883,0.7997821641306953,0.005053771731654999,0.013532164214122526,227.58083801269532,225.62095489501954,0.00868661830895845,1.6140656316687716,-0.26343741377931806,57.76796698145757,1.0796626377978669,0.7092252668034312
2024-10-15 04:00:00+00:00,232.52781469355563,236.3898456598821,231.29355345996072,232.76670837402344,64751400,0.0,0.0,5.096292199921379,0.0099870298964215,1.1024667131840804,0.5298344751348111,0.009987029896421529,0.02189442053600016,229.1893524169922,226.4700050354004,0.012007538840151266,1.2931416680901135,0.11753802468462002,61.01495064204466,1.4987689684852228,0.8671340071397896
2024-10-16 04:00:00+00:00,230.52712470524975,231.0447048824563,228.7752681420796,230.7062835693359,34082200,0.0,0.0,2.2694367403767046,-0.0096215806994829,-0.8851887879845366,-0.4537479552045808,-0.009621580699483046,0.009836909100460861,229.6352752685547,227.02193603515624,0.011511395238007927,1.3504950262225834,-0.34958990562412523,57.172219326667076,1.6456842691513884,1.0228440595421093
2024-10-17 04:00:00+00:00,232.348638945834,232.76670668063704,229.4521309302649,231.07456970214844,32993800,0.0,0.0,3.3145757503721427,0.0071188151058942,0.1596342011646268,0.0632780255740787,0.007118815105894294,0.014344182289918704,230.25439453125,227.18517608642577,0.013509765459594147,1.3276636164943336,-0.33922794062883443,57.685209715527265,1.7714135635255843,1.1725579603388043
2024-10-18 04:00:00+00:00,235.0858880500012,235.0858880500012,232.92594240501305,233.9113616943359,46431500,0.0,0.0,2.1599456449881416,0.0173594106570155,1.2276521799192477,0.5917819431654401,0.017359410657015406,0.009234034761469409,231.73748779296875,227.52360076904296,0.01852065899837463,1.3599044088216252,0.5303513243310125,61.50960549354964,2.0760291688818597,1.3532522020474156
2024-10-21 04:00:00+00:00,233.36392650842956,235.75281781754072,233.36392650842956,235.384521484375,36254500,0.0,0.0,2.388891309111159,-0.0023403531232557,0.6297940293999771,0.2959345126925912,-0.002340353123255756,0.010148888695171637,232.76868896484376,228.02178268432618,0.020817775497743662,1.0018689091015127,-0.35624887004301475,63.36149645370049,2.408546687168297,1.5643110990715918
2024-10-22 04:00:00+00:00,232.80651969699693,235.12572795126604,231.52250221800776,234.76739501953125,38846600,0.0,0.0,3.603225733258285,-0.0109522995442552,-0.2621780144896668,-0.1454538618058853,-0.01095229954425525,0.015348067106842146,233.1688262939453,228.44431686401367,0.020681229871627682,0.9437959972130158,-0.07949657325930484,62.01541390418439,2.592388823249422,1.769926643907158
2024-10-23 04:00:00+00:00,232.99563706556216,234.05072423456664,226.7049068825192,229.6910095214844,52287000,0.0,0.0,7.345817352047448,-0.0075468654998778,-2.1623043087497407,-1.0857228557846164,-0.0075468654998778195,0.031981301172174736,232.965771484375,228.66279983520508,0.018817978491783682,1.1462156670119392,1.1503523901200916,52.192897116728936,2.301927963374794,1.8763269078006852
2024-10-24 04:00:00+00:00,228.9146289407981,229.75074924052936,227.35190975750177,229.5019073486328,31109500,0.0,0.0,2.3988394830275865,-0.0033801087047496,-0.0823289397549942,-0.0564563519668734,-0.003380108704749585,0.010452372752543387,232.65123901367187,228.81459426879883,0.01676748267361816,1.1433774764188378,-0.818310625579498,51.86335543631288,2.0330410426942365,1.9076697347793956
2024-10-25 04:00:00+00:00,228.6757506783198,232.13962556438537,228.5065400142299,230.3380126953125,38802300,0.0,0.0,3.633085550155471,-0.0035997812822445,0.3643130274336048,0.1645624268510067,-0.003599781282244474,0.015772844037520023,231.9365692138672,228.99475708007813,0.0128466353173331,1.1168007714822474,-0.12363475059911071,53.268301584246466,1.8659039553697312,1.8993165788974629
2024-10-28 04:00:00+00:00,232.2391553268284,233.64261197661628,231.47271808946843,232.3187713623047,36087100,0.0,0.0,2.1698938871478504,0.0082537077109834,0.859935641457632,0.4098190595754923,0.008253707710983438,0.009340157381272767,231.32341918945312,229.0146629333496,0.010081259542649601,1.0252881753081708,-0.3075892135435807,56.50691649019843,1.871701470583588,1.893793557234688
2024-10-29 04:00:00+00:00,232.0201728307493,233.2444706163013,231.24378738741356,232.5875244140625,35417200,0.0,0.0,2.0006832288877376,-0.0012852966198315,0.1156828826968547,0.0415289123048349,-0.0012852966198315663,0.008601850997502488,230.88744506835937,229.38593444824218,0.0065457833050177605,0.9631753823360326,-0.28449388265036424,56.942928802501065,1.8763527419530988,1.8903053941783703
2024-10-30 04:00:00+00:00,231.5324398883544,232.38845656475567,228.48661770128336,229.03407287597656,47070900,0.0,0.0,3.9018388634723062,-0.0045362902776754,-1.5277911173601555,-0.7717368423620476,-0.004536290277675437,0.017036062863821914,230.7560577392578,229.55116500854493,0.005248907060297681,1.0463777415072446,1.0026696203901366,49.82996193520814,1.5751477436408265,1.8272738640708617
2024-10-31 04:00:00+00:00,228.27758291037028,228.76531846185907,224.32597264925337,224.8634796142578,64370100,0.0,0.0,4.439345812605694,-0.0033029581848108,-1.8209488262373783,-0.9168046227699996,-0.003302958184810856,0.019742404681370104,229.8283721923828,229.56310958862304,0.0011555105880693972,1.1777498895799656,2.37995024411397,43.03529878679858,0.9885136215936541,1.6595218155754203
2024-11-01 04:00:00+00:00,219.9463649274566,224.30607958110733,219.2496106921502,221.87738037109375,65276700,0.0,0.0,5.056468888957113,-0.0218671110810713,-1.3279609691562944,-0.6728517877286487,-0.02186711108107131,0.022789474440792844,228.13624572753906,229.36951065063477,-0.00537676049269753,1.0918096712215837,2.047215469690969,38.94103389614726,0.2794275336792964,1.3835029591961956
2024-11-04 05:00:00+00:00,219.96627293386248,221.75792231303785,218.69220372782075,220.9815368652344,44944500,0.0,0.0,3.0657185852170983,-0.0086133495628752,-0.4037561216745144,-0.2155131546088136,-0.008613349562875294,0.013873188813447011,225.868798828125,229.38543624877929,-0.015330691774347538,1.0170900284560804,0.27813816172856,37.779790504058454,-0.3507719035720811,1.0366479866425402
2024-11-05 05:00:00+00:00,220.77253601507735,222.91257027302564,220.11558975602287,222.41488647460935,28111300,0.0,0.0,2.7969805170027655,-0.0009457842185454,0.6486286726519852,0.305254751624083,-0.0009457842185454091,0.012575509496402643,223.8342712402344,229.2699737548828,-0.023708741383029253,1.0912427834772123,-1.1299268709327448,40.82061191131032,-0.726179221427742,0.6840825450284838
2024-11-06 05:00:00+00:00,221.5787719009408,225.02275032206143,220.16535179621147,221.68826293945312,54561100,0.0,0.0,4.857398525849959,-0.003759256347097,-0.3266973477691115,-0.1773809651663836,-0.003759256347097062,0.021910941343685833,222.3651092529297,228.9305534362793,-0.028678759059467485,0.9291978379791008,0.9959629077341953,39.75978272744728,-1.0699904878350708,0.3332679384557729
2024-11-07 05:00:00+00:00,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,0.0,0.0,3.294664196413038,0.0085758131521685,2.1372108265085066,1.041872969312822,0.008575813152168488,0.014550719275369913,222.6776550292969,228.8529151916504,-0.026983532882603245,1.2198825804590743,-0.09692860512367707,49.0563260828378,-0.949208894458252,0.07677257187296793
2024-11-08 05:00:00+00:00,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,0.25,0.0,2.242040920795546,-0.0002640786648988,-0.1188214785456831,-0.074514521489659,-0.0002640786648988591,0.009913640876987689,223.5336120605469,228.83597869873046,-0.02317103572757806,1.2077186094784311,-0.46480608859602857,48.597691422560665,-0.8652243627446978,-0.11162681505056522
2024-11-11 05:00:00+00:00,224.20410915529405,224.90163000948095,220.71648967954505,223.43682861328125,42005600,0.0,0.0,4.185140329935905,-0.0086358367973689,-1.202852409172772,-0.6109423766599268,-0.008635836797369012,0.018730754262447212,224.02467041015626,228.49639434814452,-0.019570216636219606,1.1870199872749345,-0.1495470515714145,44.10745147671825,-1.0065713425781553,-0.29061572055608326
2024-11-12 05:00:00+00:00,223.7557039779463,224.79201850347917,222.56991092342136,223.43682861328125,40398300,0.0,0.0,2.222107580057809,0.0014271387874778,0.0,-0.0157162445368519,0.0014271387874777997,0.009945126744990531,224.22905883789062,228.02990036010743,-0.016668171657376885,1.1821767358849833,-0.2046447756564801,44.10745147671825,-1.1058423798542094,-0.4536610524157085
2024-11-13 05:00:00+00:00,223.21759527142092,225.8482560889112,221.97201694486657,224.32366943359375,48566200,0.0,0.0,3.876239144044632,-0.0009811871356255,0.3969089723554031,0.180692384334354,-0.0009811871356255608,0.017279670726820517,224.75614013671876,227.7107696533203,-0.012975361337102531,1.132776072432954,0.5346065377827698,45.99408516133423,-1.1002715045343905,-0.5829831428394449
2024-11-14 05:00:00+00:00,224.22402706703753,228.06039910056816,224.2040935569292,227.41270446777344,44923900,0.0,0.0,3.856305543638967,-0.0004441901597268,1.3770437341629416,0.6657076852816171,-0.00044419015972685383,0.016957300396493208,224.95343933105468,227.52767639160157,-0.011313951345929163,1.074823411140192,0.11563260966385681,52.06368623994082,-0.8369494028588349,-0.6337763948433229
2024-11-15 05:00:00+00:00,225.59912786989784,226.1172926822584,223.47667285882864,224.20408630371097,47923700,0.0,0.0,2.6406198234297733,-0.0079748253384524,-1.410923005190845,-0.7139051800196126,-0.007974825338452396,0.011777750651041842,224.5628234863281,227.0423126220703,-0.010920823995787532,1.0874699247129755,0.41452386462525415,46.24930006799096,-0.8770631721509687,-0.6824337503048521
